left_x,left_y,right_x,right_y,rel_x,rel_y,dist,angle,left_velocity,right_velocity,rel_velocity,target
-300.345179571124,95.1350191720747,-480.492161644032,-81.3838146947065,180.146982072909,176.518833866781,252.21386532002,45.5828156234159,-0.0558265053857006,-0.0762164861944377,0.0203899808087371,3
-303.906536378963,100.375073334331,-500.903735984265,-75.9351971726888,196.997199605302,176.31027050702,264.373236426439,48.1718162308341,-0.0116098372792697,-0.0665406667992926,0.054930829520023,3
-318.098338904821,102.580257177223,-514.183032825029,-72.8692669793709,196.084693920208,175.449524156594,263.119255693226,48.1789660832365,-0.0462645353765339,-0.0432898144788608,-0.00297472089767316,3
-337.812292629976,110.202205712098,-515.104057188046,-67.5028335030079,177.29176455807,177.705039215106,251.020817348993,44.9332983207762,-0.0642664600121817,-0.00300249134299995,-0.0612639686691818,4
-364.045158379606,119.136397390372,-441.401421360414,-67.4241119596312,77.356262980808,186.560509350003,201.962410045257,22.5210649463377,-0.0855177729037808,0.240266745283308,-0.325784518187089,4
-396.516862918871,120.010132711641,-348.873854260639,-63.4883922705258,-47.6430086582325,183.498524982167,189.582607178611,-14.5547336750057,-0.10585606167053,0.301635038508503,-0.407491100179033,4
-424.130575907909,120.358837546433,-280.07279022206,-60.6861736732483,-144.057785685849,181.045011219681,231.365385708936,-38.509318460571,-0.0900192628195818,0.224287877128815,-0.314307139948397,4
-451.212865446991,118.832599610089,-269.14905467672,-57.0367272862264,-182.063810770271,175.869326896315,253.134848124781,-45.9914766693851,-0.0882868501147415,0.0356108076236579,-0.123897657738399,4
-474.844667360087,115.400170089484,-291.028228815863,-61.7200057356508,-183.816438544224,177.120175825135,255.26464652084,-46.0628558241447,-0.0770384405805826,-0.0713249655303063,-0.00571347505027633,1
-490.35639169163,109.371827551916,-294.445824126668,-63.281558481704,-195.910567564962,172.65338603362,261.132422714031,-48.6107000571113,-0.0505674115589002,-0.0111411823037503,-0.0394262292551499,1
-500.283614667769,110.256322758613,-304.052786157741,-64.6147936395521,-196.230828510027,174.871116398165,262.843005248518,-48.2941691599528,-0.0323622286692273,-0.031318194706965,-0.00104403396226235,1
-491.719252088458,104.603027611108,-323.16888471569,-67.6727265162557,-168.550367372769,172.275754127363,241.01485805163,-44.3737556348113,0.0279193749212637,-0.0623174833770489,0.0902368582983127,1
-433.499781123719,100.503361170217,-351.758248314388,-73.1631697403467,-81.7415328093308,173.666530910564,191.942028082775,-25.2054739059165,0.18979243610131,-0.0931998328749744,0.282992268976285,2
-358.735401338685,91.2359340948814,-383.026046052785,-76.6831213882873,24.2906447140999,167.919055483169,169.666863632785,8.23113113945809,0.243727975157986,-0.10193138834751,0.345659363505496,2
-297.386864385406,97.8913559986591,-429.036790813407,-80.0065643087333,131.649926428001,177.897920307392,221.312840066259,36.5025785085408,0.199993027876636,-0.149992626010683,0.349985653887319,2
-267.664441317943,98.5410540063622,-464.828345637185,-76.6403357923332,197.163904319243,175.181389798695,263.746326037369,48.3787053292236,0.0968935475937964,-0.116678600291175,0.213572147884972,2
-280.034421336324,96.0561050105348,-494.852457587639,-74.0510080941839,214.818036251315,170.107113104719,274.013172361645,51.6254922180187,-0.0403254891071588,-0.097877037603214,0.0575515484960552,3
-300.12601037045,99.5179712367554,-517.397192596939,-68.1522807133389,217.271182226489,167.670251950094,274.445040062859,52.3422870915534,-0.0654975314056459,-0.0734946592225989,0.007997127816953,3
-306.09950851375,108.407105679045,-529.350385240515,-64.4907385723135,223.250876726765,172.897844251359,282.373190133264,52.2438157177146,-0.0194732921113314,-0.0389667840229371,0.0194934919116057,3
-316.035462237393,112.822797611325,-533.189094607642,-66.6426516633184,217.153632370248,179.465449274643,281.715366167596,50.4281540318623,-0.0323906904503178,-0.0125139921438494,-0.0198766983064684,3
-336.968911225142,118.711239462318,-486.394949649202,-59.9509124737865,149.42603842406,178.662151936104,232.912656361882,39.9077926680253,-0.0682419509066587,0.152546469759558,-0.220788420666217,4
-367.898003293194,124.333133568537,-387.509386465425,-53.4299427915508,19.6113831722313,177.763076360088,178.841599374783,6.29559182499632,-0.10082722554371,0.32236177383449,-0.4231889993782,4
-407.524828157209,128.156037294785,-301.760789956283,-50.9218492753341,-105.764038200926,179.077886570119,207.978174900607,-30.5662502662083,-0.129181380408909,0.279535948267118,-0.408717328676027,4
-449.357233020743,132.509491830465,-263.007469184348,-44.3951518622978,-186.349763836395,176.904643692763,256.946468047225,-46.4894344122764,-0.136371456068965,0.126333802668453,-0.262705258737417,4
-489.60451535701,136.580899453883,-256.483612303368,-44.0029563646715,-233.120903053641,180.583855818555,294.882831685471,-52.2373458535196,-0.131204039378572,0.0212674328656703,-0.152471472244243,4
-518.75980129863,138.909803049597,-278.019471063269,-43.0241377383742,-240.740330235361,181.933940787971,301.754644392546,-52.9206779787148,-0.0950447101699332,-0.0702057753161451,-0.0248389348537882,1
-528.003820943107,134.691524387215,-284.522835406378,-47.6576236885632,-243.480985536729,182.349148075779,304.194349260303,-53.169519433075,-0.0301350214734204,-0.0212006282619884,-0.00893439321143198,1
-520.111956463906,131.938153693933,-300.857438122734,-51.2830184043853,-219.254518341173,183.221172098319,285.731590339782,-50.116008099091,0.0257270662214715,-0.0532499521364921,0.0789770183579636,1
-482.137348160468,130.831768446,-308.173467349151,-51.7962414426511,-173.963880811317,182.628009888651,252.222960538535,-43.6081557359444,0.123795240672452,-0.02384987335785,0.147645114030302,2
-401.457460443341,116.541606410616,-335.036317506624,-51.3377579509123,-66.4211429367172,167.879364361528,180.54154427015,-21.5861318860375,0.263012222208058,-0.087571489186136,0.350583711394194,2
-332.236112059746,107.936826895943,-366.547632868895,-49.5074681236365,34.3115208091496,157.44429501958,161.139649045321,12.294133365149,0.225657982153374,-0.102725243088937,0.328383225242311,2
-281.642498436569,110.699083382677,-406.878054477765,-44.4772168343098,125.235556041196,155.176300216987,199.408196035118,38.9053815253854,0.164932539262109,-0.131475069067121,0.29640760832923,2
-302.18955408663,117.3235534952,-440.642868421183,-37.7197217281064,138.453314334553,155.043275223307,207.864709467943,41.7647858279085,-0.0669823287967715,-0.110071530823597,0.0430892020268251,3
-302.785328051418,119.817502973857,-455.200285916472,-27.1972770852855,152.414957865054,147.014780059142,211.763228481349,46.0332101947473,-0.00194219202389069,-0.0474564210906009,0.0455142290667102,3
-320.143752414963,126.204578409647,-476.6257569921,-23.2485714153539,156.482004577137,149.453149825001,216.385909312721,46.3161379773969,-0.0565875572595442,-0.0698459172280078,0.0132583599684636,3
-331.566676630086,129.296779722996,-480.082830588325,-18.1025243356928,148.516153958239,147.399304058689,209.245317327612,45.2162458229839,-0.037238136627896,-0.0112698794533261,-0.0259682571745699,3
-357.696383742223,137.748910106699,-415.194372792926,-29.3976684849108,57.4979890507029,167.146578591609,176.759716790212,18.9830840359278,-0.0851814811307674,0.211532985026686,-0.296714466157453,4
-392.928998196913,145.501289952178,-335.747769076078,-33.8794296845157,-57.1812291208354,179.380719636694,188.274096840611,-17.6807319617804,-0.114856483866432,0.258991780748545,-0.373848264614978,4
-432.320983833879,153.685067275514,-269.995115836983,-38.7870569772475,-162.325867996896,192.472124252762,251.784046427323,-40.1433925996578,-0.128415816788093,0.214350217059351,-0.342766033847444,4
-470.252138702455,154.451651845488,-242.932055922696,-37.6703124909755,-227.320082779759,192.121964336464,297.632775774944,-49.7968239823869,-0.123653584743205,0.0882241625417575,-0.211877747284963,4
-496.699438062745,150.352551810346,-263.280885567449,-40.3152094655272,-233.418552495296,190.667761275874,301.394120445229,-50.7563589582269,-0.0862168152804103,-0.0663361223675033,-0.019880692912907,1
-505.691104004187,144.003203148942,-274.900158868739,-39.9701316304835,-230.790945135448,183.973334779425,295.145130853239,-51.4401522174402,-0.0293123615752033,-0.0378782243987491,0.00856586282354574,1
-509.25790732772,142.816340805214,-291.282129088571,-46.1099869684207,-217.975778239149,188.926327773635,288.455537691675,-49.0835173563479,-0.0116275926361043,-0.0534043677250868,0.0417767750889824,1
-503.347753321887,137.168389004632,-313.989156828018,-53.3153806975089,-189.35859649387,190.483769702141,268.590291310141,-44.8302783121841,0.0192667935299554,-0.074023725050675,0.0932905185806304,1
-465.475649743346,124.104863371422,-344.1705199795,-59.4413660469962,-121.305129763846,183.546229418419,220.009438071966,-33.4605913907162,0.123461080620362,-0.0983896683095488,0.221850748929911,2
-387.318653841608,101.651383727769,-371.985271427653,-68.4541467305964,-15.3333824139543,170.105530458365,170.795211024122,-5.15074476993528,0.254787726592963,-0.0906746377014443,0.345462364294408,2
-307.844696870345,93.8001925824563,-416.70878086514,-71.8119543826131,108.864083994794,165.612146965069,198.188728252657,33.3186627104558,0.259080950930006,-0.145796306055088,0.404877256985094,2
-273.773251555043,87.980316027537,-467.699210333809,-70.566678361286,193.925958778766,158.546994388823,250.488376812165,50.731783732815,0.111071133088796,-0.166226138203352,0.277297271292148,2
-283.731293740122,83.8769936272592,-502.551400191668,-69.9213253926863,218.820106451546,153.798319019945,267.46244955288,54.8984274579116,-0.0324626976815109,-0.113616319540152,0.0811536218586408,3
-292.341788089368,88.5843574384306,-513.660182632755,-66.3827832905834,221.318394543387,154.967140729014,270.178915663285,55.0002896642912,-0.0280697620830286,-0.0362140508437521,0.00814428876072355,3
-298.209669904967,91.2028079859623,-503.481719893077,-67.5584054158071,205.27204998811,158.761213401769,259.502865855318,52.280968074502,-0.0191289883965387,0.0331812571828399,-0.0523102455793786,3
-325.869067583076,98.4594468631555,-438.25497664656,-74.556184312959,112.385909063484,173.015631176115,206.312872083384,33.0065784051226,-0.090168192521064,0.212635777937743,-0.302803970458807,4
-359.918914632696,104.589509689642,-368.925580479138,-72.1980050944049,9.00666584644193,176.787514784047,177.016794155778,2.91648517775148,-0.111000723870171,0.226010212288206,-0.337010936158376,4
-396.655170332276,105.318944312592,-304.544804500086,-69.3294208813926,-92.1103658321901,174.648365193985,197.449666899368,-27.8073743090955,-0.119758275829861,0.209877968808022,-0.329636244637882,4
-435.202807602423,109.409096771729,-270.495434530948,-61.8329983836807,-164.707373071476,171.24209515541,237.597083099353,-43.8856515016037,-0.125663285189966,0.110999168612704,-0.23666245380267,4
-472.498447937381,109.624572205515,-258.550280444972,-60.7604993813408,-213.948167492408,170.385071586856,273.504828098185,-51.4667164337492,-0.121581840539514,0.0389405787447954,-0.160522419284309,4
-493.522757148747,104.517770425859,-279.196705160144,-66.442738543641,-214.326051988602,170.960508969499,274.158990711834,-51.4218419326445,-0.0685381504924536,-0.0673062667616477,-0.00123188373080581,1
-489.265368841206,101.646657312858,-291.120345506418,-68.263933618681,-198.145023334788,169.910590931539,261.019269754262,-49.3867057173091,0.0138788636332121,-0.0388704450764563,0.0527493087096684,1
-461.516096002251,102.741687040015,-314.732609796853,-71.148676422291,-146.783486205398,173.890363462306,227.559333642158,-40.1682177971645,0.0904611808536505,-0.076974748950635,0.167435929804286,2
-410.398280646297,98.2885154812244,-341.865142710805,-76.1158301286354,-68.5331379354925,174.40434560986,187.386410294046,-21.4526156123916,0.166641409545947,-0.0884506408939486,0.255092050439895,2
-353.534148258136,92.1825266159352,-379.265130296705,-76.9474927199662,25.7309820385685,169.130019335901,171.076143507011,8.65049067363197,0.185374103094699,-0.121922007130326,0.307296110225025,2
-306.629894725115,100.283995842613,-426.734791895801,-76.1851133687917,120.104897170686,176.469109211405,213.463188466414,34.2392079003893,0.152905417964671,-0.154748618743957,0.307654036708628,2
-296.178350766985,99.7171265483141,-475.491277761847,-71.5473624321919,179.312926994862,171.264488980506,247.960986796751,46.3151461530548,0.0340714876992746,-0.158943598677845,0.193015086377119,2
-324.119235529648,106.256186529425,-516.958443790075,-64.4297163220819,192.839208260427,170.685902851507,257.527935717161,48.4873055394617,-0.0910858257221789,-0.135180796532511,0.0440949708103326,3
-327.326683751572,112.666616751086,-534.860360373228,-52.6168054746293,207.533676621656,165.283422225715,265.308945561106,51.4655755015845,-0.0104561137643516,-0.0583593135234213,0.0479031997590696,3
-346.707743060668,120.711762260928,-533.490684284531,-46.7422894318053,186.782941223863,167.454051692734,250.855987691245,48.1232386273219,-0.0631812415939879,0.00446507254765196,-0.0676463141416399,3
-370.205204198359,123.21261144013,-501.17122807106,-41.3901350791832,130.966023872701,164.602746519313,210.347720621655,38.5074796152061,-0.0766004966657845,0.105359740076294,-0.181960236742079,4
-390.938763346691,124.629337435377,-429.032683004262,-49.4397300903218,38.0939196575715,174.069067525699,178.188627538751,12.3442108991847,-0.0675903204650513,0.235167891053559,-0.30275821151861,4
-415.492650542383,124.283814053418,-346.091830062717,-55.490869995424,-69.4008204796656,179.774684048842,192.705503056118,-21.10874972491,-0.0800443904660283,0.270382850810001,-0.350427241276029,4
-451.573150782599,124.026057263276,-287.255333626946,-57.5083567302447,-164.317817155653,181.534413993521,244.857281898598,-42.1501565231665,-0.117620547264882,0.191803906926158,-0.30942445419104,4
-483.613447417207,121.368622785467,-271.940311607763,-61.2511672967044,-211.673135809444,182.619790082172,279.563059349872,-49.2142049376642,-0.104449694422228,0.0499261722891044,-0.154375866711333,4
-496.558655326385,116.657170958742,-290.133322940231,-65.4333676026122,-206.425332386154,182.090538561354,275.26057124895,-48.5840541633654,-0.0422007020024093,-0.0593082672101088,0.0171075652076995,1
-505.658599488318,114.459257948124,-297.039865841491,-66.823774664915,-208.618733646827,181.283032613039,276.378931797968,-49.010399102058,-0.0296653429215312,-0.0225149693143412,-0.00715037360718996,1
-502.722379494489,113.225571535439,-318.786469499887,-70.4514388227272,-183.935909994602,183.677010358166,259.94165329869,-45.0403518299044,0.00957192389974968,-0.0708927926836788,0.0804647165834285,1
-435.001774386419,107.006002933094,-353.312026520762,-79.4364937925278,-81.6897478656563,186.442496725622,203.553480666969,-23.6606210732425,0.220765637418792,-0.112551513542869,0.333317150961662,2
-361.895089041667,96.2451793342163,-378.231597014925,-80.7441572581577,16.3365079732575,176.989336592374,177.741685488152,5.27358483799628,0.238323977819651,-0.0812364989291957,0.319560476748846,2
-307.554728967446,102.048930940592,-421.240097036337,-79.3148956782482,113.685368068891,181.36382661884,214.049528190996,32.0809649614556,0.177146737100293,-0.140205464887698,0.317352201987991,2
-301.391357689733,106.147794457196,-464.815617342818,-76.5813641444678,163.424259653085,182.729158601664,245.147780015302,41.8079338061768,0.020092268617529,-0.142053921416737,0.162146190034266,2
-325.803595727881,112.361553086353,-492.698736587284,-69.4097951907409,166.895140859402,181.771348277094,246.76874011299,42.5568995244664,-0.0795826216069778,-0.0908975131484038,0.011314891541426,3
-333.407427117587,120.149040292787,-490.919102332712,-58.9913671246448,157.511675215125,179.140407417432,238.539752240079,41.3239964469632,-0.0247880933859731,0.00580151476726844,-0.0305896081532416,3
-369.774026590052,130.869223791795,-443.693008606938,-48.8135537402277,73.9189820168858,179.682777532023,194.293377252121,22.3615807246347,-0.118553215826713,0.153954600191952,-0.272507816018665,4
-397.082444611024,137.427725839134,-381.063546956769,-49.3954748548616,-16.018897654255,186.823200693996,187.508702197009,-4.90076096081638,-0.0890240171610665,0.204168775520105,-0.293192792681171,4
-423.368083789258,139.236363479501,-313.041868774308,-55.8094481904425,-110.32621501495,195.045811669944,224.086461816666,-29.4943484906956,-0.085689811526086,0.221747119924322,-0.307436931450409,4
-454.638126815129,140.951712621513,-279.311089260318,-54.4439176233449,-175.327037554812,195.395630244858,262.524327285171,-41.9013914151206,-0.101938707867466,0.109960580360368,-0.211899288227834,4
-481.731777394658,139.408732038798,-272.87877179428,-51.2257476585746,-208.853005600378,190.634479697372,282.773907561853,-47.6111503439313,-0.0883238865135131,0.0209690191516125,-0.109292905665126,4
-504.032780811791,132.651709148181,-300.661984392677,-54.6777425125413,-203.370796419113,187.329451660722,276.499555687981,-47.3511257519533,-0.072700106955707,-0.0905718226976694,0.0178717157419625,1
-518.081666415657,128.811683972714,-313.787697826159,-57.396259274639,-204.293968589498,186.207943247353,276.422545626178,-47.6517486819774,-0.0457986336715659,-0.0427891405886692,-0.00300949308289672,1
-529.423559069958,126.676762325009,-346.117972659034,-65.8816519059812,-183.305586410923,192.55841423099,265.856504341357,-43.5898066132711,-0.0369739779697238,-0.105395008210786,0.0684210302410618,1
-497.194314909423,115.173668164835,-378.25978895435,-75.5702703183414,-118.934525955073,190.743938483177,224.785834812232,-31.9447679586441,0.105065653493082,-0.104780643216481,0.209846296709563,2
-404.056761914874,100.918328215329,-402.902250200425,-83.5763648093696,-1.15451171444863,184.494693024699,184.498305281042,-0.358534894088962,0.303623560682237,-0.0803331372464284,0.383956697928666,2
-329.348490609195,96.4283099449778,-432.267310161351,-82.0369212616332,102.918819552155,178.465231206611,206.014859094285,29.9715479257812,0.243545064444332,-0.0957285625219865,0.339273626966318,2
-293.458664759136,95.161440864417,-468.413818216274,-80.0972236400099,174.955153457138,175.258664504427,247.638658543221,44.9503449127372,0.116998958706788,-0.117835729295008,0.234834688001795,2
-307.150795426648,91.7260588806187,-500.822072121938,-79.1136697752723,193.67127669529,170.839728655891,258.253318089046,48.584101962744,-0.0446356312028059,-0.105649215917316,0.06101358471451,3
-308.663999448699,95.649228570865,-520.234996834345,-74.8135085527227,211.570997385645,170.462737123588,271.698052408224,51.1416094760688,-0.00493296611776838,-0.063285121145304,0.0583521550275356,3
-316.356849283387,97.8812925574098,-515.832754338791,-74.4877256547642,199.475905055404,172.369018212174,263.631779452139,49.1693934462013,-0.0250782888695629,0.0143510807242805,-0.0394293695938434,3
-336.337523626201,104.541545802686,-441.063998513348,-73.7598727107842,104.726474887147,178.30141851347,206.782567897306,30.4281177980666,-0.0651359553020742,0.243742240821275,-0.308878196123349,4
-363.973767771003,108.800656910136,-357.912003507704,-70.2911249438872,-6.06176426329915,179.091781854023,179.194339513369,-1.93856448651217,-0.0900927132111753,0.271071162916669,-0.361163876127845,4
-397.385650710459,114.431104491229,-287.538103582977,-69.5147242812764,-109.847547127482,183.945828772505,214.248807540971,-30.8445234488531,-0.108920994174814,0.229415240010564,-0.338336234185377,4
-436.194521783531,116.14255248443,-267.663272335499,-63.1008729520323,-168.531249448033,179.243425436462,246.030460721252,-43.2357298491065,-0.126514893750255,0.0647909123366305,-0.191305806086885,4
-464.47417247227,116.603519659738,-263.562575590388,-59.4684330161311,-200.911596881882,176.071952675869,267.145657424412,-48.7697997205141,-0.0921901849565148,0.0133680573194954,-0.10555824227601,4
-490.343274498444,115.661579523999,-285.5408479683,-66.6586324709822,-204.802426530145,182.320211994982,274.198274273436,-48.3237290355629,-0.0843319221549537,-0.0716480206154468,-0.0126839015395069,1
-498.784868625575,110.870848360755,-290.452624929667,-66.1184561632224,-208.332243695908,176.989304523978,273.363380282093,-49.6503318385699,-0.0275191561760657,-0.0160121364834935,-0.0115070196925722,1
-497.120397059871,110.646210887826,-317.851616843602,-70.6152666218984,-179.268780216269,181.261477509724,254.937284031263,-44.683322052156,0.00542609041342322,-0.0893192833238774,0.0947453737373006,1
-462.926271022224,107.349221013816,-338.926375566112,-74.9502677924219,-123.999895456112,182.299488806238,220.474664513051,-34.2234906679857,0.111471065839309,-0.068702613265158,0.180173679104467,2
-383.831741531389,101.19691272764,-365.165947681845,-80.1660442872385,-18.6657938495433,181.362957014879,182.320964338209,-5.87616646857546,0.25784403715115,-0.0855396353071838,0.343383672458334,2
-318.526082551582,99.8482367651909,-403.441605339865,-80.5700134667197,84.9155227882834,180.418250231911,199.402585307091,25.2044558597108,0.212893039108612,-0.12477664585264,0.337669684961252,2
-284.984970753601,103.389120515912,-444.1945323859,-79.1494529366008,159.209561632298,182.538573452513,242.214812332415,41.0948332302931,0.109342273507441,-0.132852414736135,0.242194688243576,2
-297.571089591663,103.636515184208,-477.540940570792,-75.1078495709707,179.969850979129,178.744364755179,253.65073465926,45.1957405428557,-0.0410300903761727,-0.108707549892929,0.0676774595167564,3
-309.581386572219,106.888162122876,-504.323747834633,-67.0170941711591,194.742361262414,173.905256294035,261.08930548139,48.2350925981969,-0.0391529411804606,-0.0873105535313935,0.0481576123509329,3
-315.905232537392,115.452395030411,-509.924434240236,-59.9075169551403,194.019201702844,175.359911985551,261.523515885262,47.8918542677816,-0.0206154077213533,-0.0182579453084097,-0.00235746241294359,3
-343.196513034746,123.845952990537,-514.871292339111,-56.4647945966859,171.674779304365,180.310747587222,248.96625382703,43.5945294695888,-0.088968149728708,-0.016126499160421,-0.072841650568287,3
-370.877860792334,130.703682081906,-513.993663554629,-53.6849235114851,143.115802762295,184.388605593391,233.412276611517,37.8173282197609,-0.0902397486343009,0.0028610240223641,-0.093100772656665,3
-393.144142311602,135.558476336083,-510.663570792205,-53.9593228619296,117.519428480603,189.517799198013,222.997336942094,31.8029292913422,-0.0725869153812644,0.0108559285639447,-0.0834428439452091,4
-402.101006328149,137.07318213147,-481.642441193681,-59.8542875773204,79.5414348655325,196.92746970879,212.384717403052,21.9943902205191,-0.0291989091168171,0.0946073674948276,-0.123806276611645,4
-394.485328317722,139.912431562983,-418.014494550249,-54.7877516867011,23.5291662325267,194.700183249684,196.116758644075,6.89067686274865,0.0248267127510919,0.207423784474015,-0.182597071722923,4
-385.365940684711,135.780037866395,-353.661929228753,-63.9639278630515,-31.704011455958,199.743965729446,202.244397172643,-9.01893633139209,0.0297287276222327,0.209786003537072,-0.180057275914839,4
-382.256796569925,133.152622827466,-338.068620541336,-75.0899278632551,-44.1881760285885,208.242550690721,212.879202410454,-11.9802170420107,0.0101356475068753,0.0508333723000849,-0.0406977247932097,5
-385.810989328665,128.55557124295,-352.328504625324,-76.5441638880105,-33.4824847033412,205.09973513096,207.814768803133,-9.27173476392687,-0.0115864828531932,-0.0464864777019604,0.0348999948487673,5
-388.717137707986,125.341196355091,-377.072540187938,-86.1414455399795,-11.644597520048,211.482641895071,211.802985045827,-3.15162158498733,-0.00947389200628952,-0.0806642642158378,0.0711903722095483,5
-375.993394958454,83.6876264637685,-378.756778342611,-115.013358315295,2.76338338415678,198.700984779064,198.720199375649,0.796775108200128,0,0,0,5
-374.810009496766,81.9432098566087,-379.980060013282,-118.117361837731,5.17005051651637,200.06057169434,200.127363868636,1.48033246268917,0.0036485601998676,-0.00377156637573551,0.00742012657560312,5
-378.802130403419,79.7705945305719,-383.291590959127,-121.897114243594,4.48946055570883,201.667708774166,201.717674035527,1.27528925646694,-0.0123083254988535,-0.01020996150519,-0.00209836399366348,5
