round,left_x,left_y,right_x,right_y,rel_x,rel_y,dist,angle,left_velocity,right_velocity,rel_velocity,target
1,-420.281643913983,92.3179831201837,-392.045629392505,-118.698645020013,-28.236014521478,211.016628140197,212.89736933019,-7.62144349121055,0,0,0,5
2,-413.486140066174,88.5324567233178,-400.589295334457,-127.043779413834,-12.8968447317171,215.576236137152,215.96166833745,-3.42363851134906,0.0222713190296197,-0.028000677232643,0.0502719962622627,5
3,-356.072347496824,73.1224973574439,-414.436627770923,-136.686067203533,58.3642802740991,209.808564560977,217.775166111867,15.5454361010549,0.188165722461415,-0.045382706758552,0.233548429219967,4
4,-311.573164237303,58.5939121213648,-427.495568847261,-139.417281009851,115.922404609959,198.011193131216,229.448112861716,30.3461395549157,0.145839886066695,-0.0427988636918927,0.188638749758588,4
5,-292.59084017818,68.3514836499548,-443.322330441986,-140.059882019745,150.731490263806,208.4113656697,257.206686338939,35.8759684711076,0.0622119278441167,-0.0518700106093633,0.11408193845348,4
6,-288.753689117599,71.3321471402501,-455.932374091263,-136.829348122371,167.178684973665,208.161495262621,266.982997247941,38.7686483729233,0.0125757290922003,-0.0413276647883899,0.0539033938805903,4
7,-304.846060670545,72.7370698008249,-463.287351717131,-130.58046104478,158.441291046587,203.317530845605,257.762799988017,37.9285744551614,-0.0527405103176225,-0.02410491654923,-0.0286355937683925,1
8,-305.633082513289,72.961201089718,-464.111068403031,-127.090754368755,158.477985889743,200.051955458473,255.217665717772,38.3857068145332,-0.00257935466384664,-0.00269961691032176,0.000120262246475114,1
9,-320.981741319684,77.4700344718421,-463.179888199388,-121.108972929224,142.198146879704,198.579007401066,244.241550839358,35.6056347330015,-0.0503030951949491,0.00305181364824074,-0.0533549088431898,1
10,-344.413598016944,84.3052210847465,-432.787455619636,-111.162652715274,88.3738576026916,195.467873800021,214.517198367594,24.3284150066851,-0.0767946524126001,0.0996069720846464,-0.176401624497247,2
11,-367.110528655577,90.8383954494949,-367.404476653641,-100.504267299158,0.293947998064311,191.342662748653,191.342888535661,0.0880199229711712,-0.0743860344379142,0.214283622858661,-0.288669657296575,2
12,-402.951083804131,92.0005825373364,-312.001163683603,-92.9082595741967,-90.9499201205285,184.908842111533,206.065930859418,-26.1908915022665,-0.117462436309185,0.181576655107235,-0.29903909141642,2
13,-438.947556261117,89.9851234534425,-284.402955720421,-85.2061459255574,-154.544600540696,175.191269379,233.61509887614,-41.4170577535508,-0.117973433609175,0.0904492894065444,-0.20842272301572,2
14,-467.897209899278,85.5345126719023,-282.583964991808,-84.141771004664,-185.31324490747,169.676283676566,251.258910250814,-47.522195781301,-0.0948784647043213,0.00596148920464849,-0.10083995390897,2
15,-486.240249232455,78.1844508460911,-301.007608601496,-91.8880803235984,-185.232640630959,170.07253116969,251.467288158088,-47.4432060607955,-0.0601167610395414,-0.0603809303487686,0.000264169309227231,3
16,-486.925826863956,71.8058025176381,-316.411631582016,-97.7023578214614,-170.51419528194,169.5081603391,240.433165794974,-45.169522347915,-0.00224688536607329,-0.0504845435779347,0.0482376582118614,3
17,-438.035395804167,68.4192160396718,-336.820079205438,-104.377103950467,-101.215316598729,172.796319990139,200.257605389447,-30.3596074678899,0.16023159018285,-0.0668858495410933,0.227117439723943,4
18,-376.133785522821,67.8944640687296,-363.300545895419,-108.428693067022,-12.8332396274018,176.323157135752,176.789557897669,-4.16278974210784,0.2028739210364,-0.0867860477918641,0.289659968828264,4
19,-311.648931214326,68.2827962636596,-392.444554609482,-111.031671586407,80.7956233951559,179.314467850066,196.676412261777,24.2554040468278,0.211340144166938,-0.0955154364428971,0.306855580609835,4
20,-258.350022571624,63.9421053332196,-433.204349797284,-114.704650528215,174.85432722566,178.646755861434,249.977397236936,44.3853432715519,0.174679762516035,-0.133584561577745,0.30826432409378,4
21,-238.216420608619,51.8673683446821,-463.931168203669,-115.029717801252,225.71474759505,166.897086145934,280.716555703258,53.5201875522429,0.0659850811030021,-0.100702875139182,0.166687956242184,4
22,-264.595301746402,61.3126304988551,-479.371645202658,-111.022187732046,214.776343456255,172.334818230901,275.369147297073,51.2567214614484,-0.0864531152687619,-0.0506040165549791,-0.0358490987137828,1
23,-272.782859355924,61.6975626319703,-465.594683939518,-107.132258132152,192.811824583594,168.829820764122,256.280916336937,48.7939731955389,-0.0268335816856052,0.0451520750222228,-0.0719856567078279,1
24,-302.853691125578,66.6306861580941,-442.955494910814,-109.55399214228,140.101803785236,176.184678300374,225.098992204947,38.4916699145402,-0.0985529701442055,0.0741967943396376,-0.172749764483843,2
25,-337.092020053895,73.139625398893,-388.646986898464,-105.22084097365,51.5549668445685,178.360466372543,185.661979336039,16.1219004639016,-0.112211362642287,0.177988584077632,-0.290199946719919,2
26,-370.515420626693,73.9700855097281,-330.838120268356,-100.993274581983,-39.6773003583374,174.963360091711,179.405868182475,-12.777141282678,-0.109540548262879,0.189460522765341,-0.299001071028221,2
27,-407.796986024181,70.0816305949736,-293.721781530257,-100.878891163549,-114.075204493924,170.960521758522,205.525308125974,-33.7136165402852,-0.122185147045239,0.121643639641833,-0.243828786687072,2
28,-434.0165795352,61.7422342364424,-294.418647601765,-109.738000652933,-139.597931933435,171.480234889376,221.11773686841,-39.1482059407871,-0.0859310722190345,-0.0022838816586748,-0.0836471905603597,3
29,-445.827845961015,49.4859623500823,-317.269187406412,-118.251356154232,-128.558658554603,167.737318504314,211.336548444364,-37.4675835904701,-0.0387097834986823,-0.0748894671220528,0.0361796836233705,3
30,-440.324924092646,42.6125171010922,-331.651522892198,-122.507026684873,-108.673401200448,165.119543785965,197.672385194693,-33.3509071787038,0.0180350613096952,-0.0471361048670755,0.0651711661767707,3
31,-377.974280849024,44.0030102959965,-352.824333087756,-128.668455735985,-25.1499477612677,172.671466031981,174.493424099673,-8.28697253231433,0.204345564137726,-0.0693909415960186,0.273736505733745,4
32,-321.223592710137,49.8641671339187,-383.523788403774,-134.35866336043,62.3001956936363,184.222830494349,194.47201767559,18.6844301128602,0.185992489887122,-0.100613196415005,0.286605686302127,4
33,-273.331181738869,50.4747832972572,-412.107116229587,-136.726183666357,138.775934490718,187.200966963615,233.029959502817,36.5503022273386,0.156960718105193,-0.0936778827874708,0.250638600892664,4
34,-258.122122023997,45.4054439356379,-438.695697986981,-137.360017170531,180.573575962984,182.765461106169,256.924171905662,44.6543607164545,0.0498455785820274,-0.0871403798932315,0.136985958475259,4
35,-280.661845069276,50.4244119544166,-464.09274661365,-132.962737449942,183.430901544374,183.387149404358,259.379533132509,45.006833941103,-0.0738708084084902,-0.0832352957253721,0.00936448731688192,1
36,-302.603678493383,52.0687228383614,-471.484321178995,-123.732722047497,168.880642685612,175.801444885858,243.776166796225,43.8497241497872,-0.0719113083043262,-0.0242248579300105,-0.0476864503743157,1
37,-328.491012137505,60.552891154068,-456.117265427395,-117.183581300205,127.62625328989,177.736472454273,218.812052157334,35.6807858807191,-0.0848421367019464,0.0503633886249896,-0.135205525326936,2
38,-355.695549150378,69.0174056187488,-390.788835663052,-114.112517021356,35.0932865126745,183.129922640104,186.462080124703,10.8481082218495,-0.0891590876020301,0.214104845434646,-0.303263933036676,2
39,-385.77705568651,73.8261287913143,-333.29025835314,-103.493347127716,-52.4867973333706,177.319475919031,184.924472243438,-16.4888227682143,-0.0985879552071416,0.18844359266033,-0.287031547867472,2
40,-421.567279394509,71.3400488272912,-278.468587390677,-104.679717757086,-143.098692003833,176.019766584377,226.848394046831,-39.1100567929189,-0.117297482010734,0.179670404297604,-0.296967886308338,2
41,-447.875637272188,64.7256179416536,-266.183732427902,-103.33560817579,-181.691904844286,168.061226117444,247.500553555025,-47.231817986176,-0.086221985089164,0.0402619040818835,-0.126483889171048,2
42,-462.096676118178,54.9995436711412,-288.836999025849,-108.897229168749,-173.259677092328,163.89677283989,238.497521692509,-46.5907068058566,-0.046607477556465,-0.0742429316155192,0.0276354540590542,3
43,-464.238732952631,46.9896872338858,-307.801156521731,-116.666388471629,-156.4375764309,163.656075705515,226.397938230239,-43.7081297920732,-0.00702029344815575,-0.0621523894589346,0.0551320960107788,3
44,-431.033484541111,35.3684449248743,-334.57128412946,-126.869720488631,-96.4622004116515,162.238165413505,188.748982580033,-30.7345129741504,0.108825584885676,-0.0877353711759791,0.196560956061655,4
