round,left_x,left_y,right_x,right_y,rel_x,rel_y,dist,angle,left_velocity,right_velocity,rel_velocity,target
133,-291.850830725739,52.7998903688833,-423.414542792468,-122.310941026217,131.563712066729,175.110831395101,219.026970039447,36.9181538056508,0.100630142498407,-0.0805122262449113,0.181142368743319,4
134,-277.1076388291,48.4056112504832,-441.859305567923,-118.8405781937,164.751666738823,167.246189444183,234.764562012285,44.5695064570088,0.0485046155804836,-0.060682661812236,0.10918727739272,4
135,-295.252985904591,54.4600808492701,-454.030334292605,-114.048278074695,158.777348388014,168.508358923965,231.528212942562,43.2969570165717,-0.0596975940245198,-0.0400422834925108,-0.019655310532009,1
136,-322.70709452932,62.0475037141686,-466.168746247596,-109.753706029899,143.461651718276,171.801209744067,223.823370502861,39.863382941328,-0.0903231128159489,-0.0399349753948878,-0.0503881374210612,1
137,-356.003253446307,73.0060074026571,-466.961711918878,-99.2950320903682,110.958458472571,172.301039493025,204.937619086849,32.7807334852962,-0.109543265793301,-0.00260883093184439,-0.106934434861456,1
138,-387.447680791016,84.5231285868133,-395.578394467454,-96.8317548441778,8.13071367643806,181.354883430991,181.537054755101,2.56703221848975,-0.103451129931451,0.234848762473904,-0.338299892405354,2
139,-428.518070659624,87.4542230243774,-336.573804200416,-91.7991899147616,-91.9442664592084,179.253412939139,201.458517280981,-27.1546011731542,-0.135120229478364,0.194123157892225,-0.329243387370589,2
140,-476.135100025765,84.4164385666489,-301.265004715544,-89.1595039996023,-174.870095310222,173.575942566251,246.390255634367,-45.2127995192095,-0.156658457726227,0.116164786949054,-0.27282324467528,2
141,-516.500888908416,78.6401451086816,-302.632822906246,-87.4474108261373,-213.868066002171,166.087555934819,270.785202498051,-52.1674850646896,-0.132802115449796,-0.0045000767804651,-0.128302038669331,2
142,-540.908839967921,68.0141868756416,-323.621848625408,-90.5372319223412,-217.286991342513,158.551418797983,268.983622195729,-53.8822694617666,-0.0803013547913204,-0.0690532030685253,-0.0112481517227951,3
143,-541.950725609222,61.1453510088196,-342.813444211858,-95.9903853997862,-199.137281397364,157.135736408606,253.667689111183,-51.7236482058173,-0.00342776943177706,-0.0631397171537238,0.0597119477219468,3
144,-464.693448011847,63.3072219828009,-379.710765647505,-104.733786447439,-84.9826823643418,168.04100843024,188.307824627897,-26.8269033977659,0.254173897818534,-0.1213909718284,0.375564869646933,4
145,-379.103634550339,60.9164364103947,-422.131367582998,-109.767286556805,43.027733032659,170.6837229672,176.023632208501,14.1489152332303,0.281587666270705,-0.139562382691555,0.42115004896226,4
146,-308.854776914983,57.883384656478,-459.647183771322,-109.930176440047,150.792406856339,167.813561096525,225.609710015825,41.9419465711982,0.231116427057277,-0.12342579918651,0.354542226243788,4
